no_of_adults,no_of_children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,avg_price_per_room,booking_status
2,0,Meal Plan 1,0,Room_Type 1,45,2018,1,16,Offline,60,0
2,0,Meal Plan 1,0,Room_Type 1,111,2018,12,24,Online,88.4,0
1,0,Meal Plan 1,0,Room_Type 1,4,2018,1,27,Online,86,0
2,0,Meal Plan 1,0,Room_Type 1,34,2018,10,30,Online,138,0
1,0,Not Selected,0,Room_Type 1,20,2018,4,4,Online,89,1
2,0,Not Selected,0,Room_Type 1,3,2018,10,16,Online,135,0
2,2,Meal Plan 1,0,Room_Type 6,32,2018,2,8,Online,152.3,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,11,28,Corporate,84,0
2,0,Meal Plan 1,0,Room_Type 1,3,2018,3,2,Online,79.77,0
2,0,Meal Plan 1,0,Room_Type 1,16,2018,12,3,Online,89.89,0
2,0,Not Selected,0,Room_Type 1,50,2018,10,20,Online,89.1,1
2,0,Meal Plan 1,0,Room_Type 1,31,2018,5,21,Offline,78,0
2,0,Meal Plan 1,0,Room_Type 1,35,2018,5,13,Offline,95,0
2,0,Meal Plan 1,0,Room_Type 1,139,2018,8,26,Online,96.3,1
2,0,Meal Plan 1,1,Room_Type 1,2,2018,6,23,Online,118,0
1,0,Meal Plan 1,0,Room_Type 1,1,2018,8,2,Corporate,159,0
2,0,Meal Plan 1,1,Room_Type 1,137,2018,8,19,Online,118.8,0
2,0,Meal Plan 1,0,Room_Type 1,76,2018,3,18,Online,82.45,0
2,0,Not Selected,0,Room_Type 1,0,2018,8,31,Online,139,0
1,0,Meal Plan 1,1,Room_Type 1,3,2018,3,1,Complementary,56,0
2,0,Meal Plan 1,0,Room_Type 1,83,2018,7,1,Online,108.9,0
2,0,Not Selected,0,Room_Type 1,8,2017,12,26,Online,77.35,0
3,0,Meal Plan 1,0,Room_Type 4,6,2018,4,15,Online,167,0
3,0,Meal Plan 1,0,Room_Type 4,15,2018,2,19,Online,130,0
2,0,Meal Plan 1,0,Room_Type 1,124,2018,11,5,Online,140.15,0
3,0,Meal Plan 1,0,Room_Type 4,25,2018,12,3,Online,154,1
1,0,Meal Plan 1,0,Room_Type 4,31,2018,3,3,Online,98.93,1
2,0,Meal Plan 1,0,Room_Type 1,25,2018,1,9,Offline,70,0
2,0,Meal Plan 1,0,Room_Type 1,15,2017,8,27,Online,90,0
2,0,Meal Plan 1,0,Room_Type 1,148,2018,8,22,Online,96.3,1
2,0,Meal Plan 1,0,Room_Type 1,116,2018,9,15,Online,129.6,0
1,0,Meal Plan 1,0,Room_Type 1,1,2018,9,2,Aviation,110,0
2,0,Not Selected,0,Room_Type 1,17,2018,12,8,Online,92.67,0
2,0,Meal Plan 1,0,Room_Type 4,14,2017,10,26,Online,136,0
2,0,Meal Plan 1,0,Room_Type 1,93,2018,6,3,Offline,80.75,0
2,0,Not Selected,0,Room_Type 1,19,2018,3,14,Online,60.83,0
2,0,Not Selected,0,Room_Type 1,3,2017,10,10,Online,116.4,0
1,0,Meal Plan 1,0,Room_Type 1,71,2017,9,22,Offline,85,0
2,0,Meal Plan 1,0,Room_Type 4,136,2018,5,14,Online,113.05,0
2,0,Not Selected,0,Room_Type 1,23,2018,9,26,Online,119,1
2,0,Meal Plan 1,0,Room_Type 4,166,2018,6,16,Online,117.18,1
2,0,Meal Plan 1,0,Room_Type 1,36,2018,6,26,Online,94.35,1
2,0,Meal Plan 1,0,Room_Type 1,42,2017,10,13,Online,94.5,0
1,0,Not Selected,0,Room_Type 1,3,2018,12,5,Online,88,0
3,0,Meal Plan 1,0,Room_Type 4,8,2018,2,10,Online,92.67,0
1,0,Meal Plan 1,0,Room_Type 1,33,2017,9,15,Online,85.5,0
2,0,Not Selected,0,Room_Type 1,105,2018,6,26,Online,90.95,0
2,0,Meal Plan 1,0,Room_Type 7,54,2018,10,28,Online,191.2,0
2,1,Meal Plan 1,0,Room_Type 1,62,2018,9,11,Online,152.1,0
2,0,Meal Plan 1,0,Room_Type 1,66,2018,12,23,Offline,68,0
2,0,Not Selected,0,Room_Type 1,150,2018,6,27,Online,85.5,1
2,0,Meal Plan 1,0,Room_Type 1,8,2018,1,19,Online,83,0
2,0,Not Selected,0,Room_Type 1,195,2018,7,20,Online,0,0
1,0,Meal Plan 1,0,Room_Type 1,66,2018,4,2,Online,89.1,1
2,0,Meal Plan 1,0,Room_Type 4,177,2018,10,29,Online,104.4,1
2,0,Meal Plan 1,0,Room_Type 5,47,2018,1,20,Online,120.95,0
2,0,Meal Plan 1,0,Room_Type 1,195,2018,12,4,Offline,72,0
2,0,Meal Plan 1,0,Room_Type 1,44,2018,11,5,Offline,112,0
3,0,Meal Plan 1,0,Room_Type 4,148,2018,12,23,Online,115.6,0
2,0,Meal Plan 1,0,Room_Type 1,184,2018,10,17,Online,96.3,0
1,0,Not Selected,0,Room_Type 1,7,2017,10,12,Corporate,80,0
2,0,Meal Plan 1,0,Room_Type 1,17,2017,10,20,Online,82.08,0
0,2,Meal Plan 1,0,Room_Type 2,7,2018,3,4,Online,85.96,1
1,0,Meal Plan 1,0,Room_Type 1,37,2017,9,16,Online,85.5,0
2,0,Meal Plan 1,0,Room_Type 4,54,2018,3,1,Online,86.58,0
2,0,Meal Plan 1,1,Room_Type 1,10,2018,4,22,Online,140,0
2,0,Meal Plan 1,0,Room_Type 4,3,2018,10,3,Aviation,110,0
2,0,Meal Plan 1,0,Room_Type 1,23,2018,3,16,Offline,80,0
2,0,Not Selected,0,Room_Type 1,69,2018,9,1,Online,123.98,1
2,0,Meal Plan 1,0,Room_Type 4,41,2018,2,4,Online,82.45,1
2,0,Meal Plan 1,1,Room_Type 1,2,2018,2,13,Online,102,0
2,0,Not Selected,0,Room_Type 1,40,2018,11,18,Online,67.76,0
2,0,Meal Plan 2,0,Room_Type 1,45,2018,12,15,Offline,72,0
3,0,Meal Plan 1,0,Room_Type 4,50,2018,11,25,Online,126,1
2,0,Meal Plan 1,0,Room_Type 1,169,2018,8,12,Online,105.3,1
2,0,Meal Plan 1,0,Room_Type 1,117,2018,4,29,Online,95.2,0
2,0,Meal Plan 1,0,Room_Type 1,13,2017,8,30,Online,99,0
2,0,Meal Plan 1,0,Room_Type 1,122,2018,5,4,Online,99.45,0
1,0,Meal Plan 1,0,Room_Type 1,2,2018,4,20,Online,95,0
2,0,Meal Plan 1,0,Room_Type 1,104,2018,9,18,Offline,80.75,0
3,0,Meal Plan 2,0,Room_Type 4,145,2018,10,22,Online,202.5,1
2,0,Meal Plan 1,0,Room_Type 1,36,2018,6,19,Online,108.9,0
2,0,Meal Plan 1,1,Room_Type 1,2,2018,2,6,Online,102,0
2,1,Meal Plan 1,0,Room_Type 1,4,2018,11,17,Online,109.23,0
1,0,Meal Plan 2,0,Room_Type 1,271,2018,9,21,Offline,95,1
2,0,Meal Plan 1,0,Room_Type 1,177,2018,7,20,Online,93.38,0
3,0,Meal Plan 1,0,Room_Type 4,166,2018,8,4,Online,137.7,1
2,0,Meal Plan 1,0,Room_Type 4,5,2017,12,27,Online,104.5,0
2,0,Meal Plan 1,0,Room_Type 1,42,2018,9,28,Offline,95,0
2,0,Meal Plan 2,0,Room_Type 1,11,2018,1,29,Online,87,0
2,0,Not Selected,0,Room_Type 1,2,2018,3,24,Online,134,0
2,0,Meal Plan 1,0,Room_Type 4,181,2018,8,4,Online,112.2,1
2,0,Not Selected,0,Room_Type 1,44,2018,11,25,Online,74.8,1
2,2,Meal Plan 1,0,Room_Type 6,77,2018,3,22,Online,111.72,0
3,0,Not Selected,0,Room_Type 1,36,2017,12,10,Online,55.09,0
2,1,Not Selected,0,Room_Type 1,45,2018,7,2,Online,124.6,1
1,0,Meal Plan 1,0,Room_Type 1,18,2018,4,15,Online,112.33,1
2,0,Meal Plan 1,0,Room_Type 4,29,2018,11,14,Online,96.9,0
2,0,Not Selected,0,Room_Type 1,45,2018,10,26,Online,119.5,0
2,0,Meal Plan 1,0,Room_Type 1,130,2018,5,12,Online,104.55,1
1,0,Meal Plan 1,0,Room_Type 1,4,2018,9,18,Complementary,0,0
2,0,Not Selected,0,Room_Type 1,17,2018,3,5,Online,84.33,0
2,0,Meal Plan 1,0,Room_Type 4,16,2018,5,2,Online,156,1
1,0,Meal Plan 1,0,Room_Type 1,4,2017,9,15,Offline,115,0
2,1,Meal Plan 1,0,Room_Type 1,131,2018,7,10,Online,136.5,0
2,0,Not Selected,0,Room_Type 1,2,2018,9,15,Online,159,0
3,0,Meal Plan 1,0,Room_Type 4,14,2018,5,8,Online,159,1
2,0,Meal Plan 1,0,Room_Type 2,66,2018,8,4,Online,127.38,0
2,0,Not Selected,0,Room_Type 1,0,2018,8,9,Online,158,0
2,0,Not Selected,0,Room_Type 1,11,2018,11,14,Online,65.1,0
2,0,Not Selected,0,Room_Type 1,38,2018,7,2,Online,107.1,0
2,0,Meal Plan 1,0,Room_Type 1,1,2017,10,5,Online,126,1
2,0,Meal Plan 1,0,Room_Type 4,108,2018,7,16,Online,121.37,1
2,0,Meal Plan 1,0,Room_Type 1,6,2017,12,27,Corporate,75,0
2,0,Meal Plan 1,0,Room_Type 1,84,2018,4,14,Online,90.95,0
1,0,Meal Plan 1,0,Room_Type 1,6,2018,12,8,Corporate,67,0
3,0,Meal Plan 1,0,Room_Type 4,200,2018,10,3,Offline,115.6,0
2,0,Not Selected,0,Room_Type 1,97,2018,10,30,Online,79.8,1
2,0,Meal Plan 1,0,Room_Type 4,37,2017,12,19,Online,97,0
1,0,Not Selected,0,Room_Type 1,0,2018,5,16,Online,65.14,0
2,0,Meal Plan 1,0,Room_Type 1,72,2018,8,16,Online,135.9,1
1,0,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Offline,85.67,0
1,0,Meal Plan 1,0,Room_Type 1,10,2018,3,5,Corporate,66,0
2,0,Meal Plan 1,0,Room_Type 1,39,2017,10,4,Online,94.5,0
1,0,Meal Plan 1,0,Room_Type 1,47,2018,11,11,Online,92,0
2,0,Not Selected,0,Room_Type 1,39,2018,6,21,Online,68.61,0
1,0,Not Selected,0,Room_Type 1,12,2018,1,16,Online,47.92,0
2,0,Meal Plan 1,0,Room_Type 1,170,2018,7,18,Online,95.2,1
2,0,Meal Plan 1,0,Room_Type 4,57,2018,9,4,Online,117.45,0
2,0,Meal Plan 1,0,Room_Type 4,121,2018,5,16,Online,114.3,0
3,0,Meal Plan 1,0,Room_Type 4,85,2018,8,19,Online,162.3,1
2,0,Meal Plan 1,0,Room_Type 6,40,2018,9,20,Online,207.9,0
2,0,Meal Plan 2,0,Room_Type 1,4,2018,6,14,Online,164,1
2,0,Meal Plan 1,0,Room_Type 1,95,2018,6,10,Online,119.85,0
2,0,Not Selected,0,Room_Type 1,33,2018,5,19,Online,116.1,0
1,0,Meal Plan 1,0,Room_Type 1,41,2018,2,19,Online,76.9,0
2,0,Meal Plan 1,0,Room_Type 1,77,2017,11,16,Online,72.25,1
2,2,Meal Plan 2,0,Room_Type 6,58,2018,3,30,Online,202.3,1
2,0,Not Selected,0,Room_Type 1,52,2018,4,12,Online,94.5,1
2,2,Meal Plan 1,0,Room_Type 6,98,2018,10,30,Online,156.6,0
2,0,Meal Plan 1,0,Room_Type 1,189,2018,10,22,Online,70.44,0
1,0,Meal Plan 1,0,Room_Type 1,47,2018,6,21,Online,101.7,0
2,0,Meal Plan 1,0,Room_Type 4,19,2018,8,26,Online,162,0
2,0,Meal Plan 1,0,Room_Type 1,152,2018,5,7,Online,76.58,0
2,0,Meal Plan 1,0,Room_Type 1,20,2017,9,1,Online,76.81,0
1,0,Meal Plan 1,0,Room_Type 1,81,2018,4,3,Online,76.5,0
2,0,Meal Plan 1,0,Room_Type 4,22,2018,12,14,Online,114,0
2,0,Meal Plan 1,0,Room_Type 1,12,2017,8,23,Online,90,0
2,0,Meal Plan 1,0,Room_Type 1,58,2018,2,5,Offline,60,0
2,0,Not Selected,0,Room_Type 1,130,2018,6,6,Online,116.1,0
1,0,Not Selected,0,Room_Type 1,31,2018,12,4,Online,66.29,1
2,0,Meal Plan 1,0,Room_Type 1,63,2018,11,29,Online,88.4,1
2,0,Not Selected,0,Room_Type 1,39,2018,6,27,Online,89.1,1
2,0,Not Selected,0,Room_Type 1,54,2018,4,18,Online,85.5,1
2,0,Meal Plan 2,0,Room_Type 1,111,2018,7,23,Online,139.5,0
2,0,Meal Plan 1,0,Room_Type 4,19,2018,3,4,Online,111,1
2,0,Meal Plan 1,0,Room_Type 1,168,2018,7,31,Online,81.08,0
2,0,Meal Plan 1,0,Room_Type 1,297,2018,12,29,Online,90.3,0
3,0,Meal Plan 1,0,Room_Type 4,82,2018,7,1,Online,146.7,0
2,1,Meal Plan 1,0,Room_Type 1,25,2018,5,14,Online,152.33,1
2,0,Meal Plan 1,0,Room_Type 4,66,2018,12,7,Online,102.6,0
2,0,Meal Plan 1,0,Room_Type 4,12,2018,12,26,Online,91.63,0
1,0,Meal Plan 1,0,Room_Type 4,41,2017,11,23,Online,110.31,0
2,2,Meal Plan 1,0,Room_Type 6,25,2018,7,29,Online,181,0
3,0,Meal Plan 1,0,Room_Type 4,282,2018,12,25,Online,109.23,1
1,0,Meal Plan 1,0,Room_Type 4,103,2018,5,5,Online,95.88,0
2,0,Meal Plan 1,0,Room_Type 1,199,2018,4,29,Online,106.2,1
3,0,Meal Plan 1,0,Room_Type 4,154,2018,10,17,Online,151.2,1
2,0,Meal Plan 1,0,Room_Type 1,47,2018,3,13,Online,81.9,0
2,0,Meal Plan 1,0,Room_Type 1,113,2018,7,12,Online,105.3,1
2,0,Meal Plan 1,0,Room_Type 1,116,2018,4,17,Online,81.9,0
1,0,Meal Plan 1,0,Room_Type 1,42,2018,3,27,Online,103.5,1
2,0,Meal Plan 1,0,Room_Type 1,24,2018,9,10,Offline,109,0
2,2,Meal Plan 1,0,Room_Type 6,16,2017,9,5,Online,165,0
2,0,Not Selected,0,Room_Type 1,3,2018,2,13,Online,60.83,0
2,0,Meal Plan 1,1,Room_Type 4,62,2018,7,24,Online,118.8,0
3,0,Meal Plan 1,0,Room_Type 4,71,2018,4,23,Online,124.95,0
1,0,Meal Plan 1,0,Room_Type 1,38,2018,2,25,Corporate,79,1
2,1,Meal Plan 1,0,Room_Type 1,149,2018,8,12,Online,130.5,1
2,0,Not Selected,0,Room_Type 1,79,2018,4,17,Online,88.5,1
2,0,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,36.38,0
3,0,Meal Plan 1,0,Room_Type 1,239,2018,10,28,Online,128.7,1
3,0,Meal Plan 1,0,Room_Type 1,15,2017,10,20,Online,111.6,0
2,0,Meal Plan 1,0,Room_Type 1,244,2018,10,30,Online,68.25,0
2,0,Meal Plan 1,0,Room_Type 1,80,2018,3,15,Online,73.95,1
2,2,Meal Plan 1,0,Room_Type 6,158,2018,7,1,Online,168.3,1
2,0,Meal Plan 1,0,Room_Type 1,7,2018,1,10,Online,89,0
2,0,Meal Plan 1,0,Room_Type 1,44,2018,3,4,Online,59.95,0
2,0,Not Selected,0,Room_Type 1,17,2018,10,7,Online,135,1
3,0,Meal Plan 1,0,Room_Type 4,104,2018,7,21,Online,142.2,0
2,0,Not Selected,0,Room_Type 1,64,2018,3,11,Online,51.97,0
2,0,Meal Plan 1,0,Room_Type 1,7,2018,8,20,Online,130,0
1,0,Meal Plan 1,0,Room_Type 1,0,2017,8,23,Online,80,0
2,0,Meal Plan 1,0,Room_Type 2,3,2017,12,21,Offline,37.5,0
2,0,Not Selected,0,Room_Type 1,67,2018,7,23,Online,94.5,0
1,0,Meal Plan 1,0,Room_Type 1,3,2018,2,26,Corporate,31,0
2,1,Meal Plan 1,0,Room_Type 1,5,2018,2,12,Online,110,0
2,0,Meal Plan 1,0,Room_Type 1,7,2018,11,27,Online,89.59,0
2,0,Meal Plan 1,0,Room_Type 4,0,2018,9,9,Complementary,0,0
2,1,Meal Plan 1,0,Room_Type 1,86,2018,8,14,Online,134.1,1
2,0,Meal Plan 1,0,Room_Type 2,19,2017,12,26,Online,86.75,0
2,0,Meal Plan 1,0,Room_Type 4,59,2018,3,10,Online,82.45,1
2,0,Meal Plan 1,0,Room_Type 1,16,2017,9,9,Online,116.75,0
1,0,Meal Plan 1,0,Room_Type 1,3,2018,11,24,Corporate,67,0
3,0,Meal Plan 1,0,Room_Type 4,12,2018,3,30,Online,161,1
2,1,Meal Plan 2,0,Room_Type 1,79,2018,6,29,Online,173.25,0
2,0,Meal Plan 1,0,Room_Type 4,6,2017,10,4,Online,136,0
2,0,Meal Plan 2,0,Room_Type 1,129,2018,3,29,Online,100.8,0
1,0,Meal Plan 1,0,Room_Type 1,12,2017,8,31,Online,90,0
1,0,Meal Plan 1,0,Room_Type 1,56,2018,3,12,Online,63.75,1
2,0,Meal Plan 1,1,Room_Type 1,3,2018,12,28,Online,131,0
2,0,Meal Plan 1,0,Room_Type 1,122,2018,5,3,Online,99.45,0
1,0,Meal Plan 1,0,Room_Type 1,49,2018,5,9,Online,121.5,0
2,0,Meal Plan 1,0,Room_Type 1,87,2018,3,24,Online,105.3,1
2,0,Not Selected,0,Room_Type 1,102,2018,7,26,Online,94.5,1
2,0,Not Selected,0,Room_Type 1,78,2018,5,7,Online,116.1,0
2,0,Meal Plan 1,0,Room_Type 1,46,2018,10,31,Offline,112,0
2,0,Not Selected,0,Room_Type 1,241,2018,7,3,Online,95,0
2,2,Meal Plan 1,0,Room_Type 6,11,2018,9,20,Online,248,0
2,0,Meal Plan 1,0,Room_Type 4,140,2018,7,4,Online,116.45,1
2,0,Meal Plan 1,0,Room_Type 1,36,2018,8,30,Online,109.8,1
2,0,Not Selected,1,Room_Type 1,62,2018,4,7,Online,103.5,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,10,27,Online,90.9,0
3,0,Meal Plan 1,0,Room_Type 4,50,2018,6,29,Online,150.3,1
2,0,Meal Plan 1,0,Room_Type 4,128,2018,6,26,Online,109.8,0
2,0,Meal Plan 1,0,Room_Type 1,91,2018,3,4,Offline,40.67,0
2,1,Meal Plan 1,0,Room_Type 4,24,2018,4,10,Online,120.27,1
2,0,Meal Plan 1,1,Room_Type 1,18,2017,9,22,Online,133,0
3,0,Meal Plan 1,0,Room_Type 4,13,2018,5,5,Online,169.5,0
2,0,Meal Plan 1,0,Room_Type 2,159,2018,6,12,Online,103.21,1
1,0,Meal Plan 1,0,Room_Type 1,2,2018,6,3,Offline,90,0
2,0,Meal Plan 1,0,Room_Type 1,168,2018,7,7,Online,90.95,1
2,0,Meal Plan 1,0,Room_Type 1,20,2018,4,30,Online,136,0
2,2,Meal Plan 1,0,Room_Type 6,136,2018,5,7,Online,170.36,1
3,0,Meal Plan 1,0,Room_Type 4,87,2018,7,27,Online,139.95,0
2,1,Meal Plan 2,0,Room_Type 1,100,2018,10,24,Online,132.08,0
2,0,Meal Plan 1,0,Room_Type 4,4,2018,3,5,Online,118,1
2,0,Not Selected,0,Room_Type 1,5,2018,2,22,Online,77.1,0
2,0,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,87,0
2,0,Meal Plan 1,0,Room_Type 4,57,2018,9,16,Offline,90.95,0
2,0,Not Selected,0,Room_Type 1,58,2018,6,18,Online,116.1,1
3,0,Meal Plan 1,0,Room_Type 4,115,2018,10,15,Online,151.2,1
2,2,Meal Plan 1,0,Room_Type 6,33,2018,10,5,Online,216,1
2,0,Not Selected,0,Room_Type 1,29,2018,9,17,Offline,85,1
2,0,Meal Plan 1,0,Room_Type 1,153,2018,10,16,Offline,81,0
2,0,Not Selected,0,Room_Type 1,0,2018,6,1,Online,119,0
2,0,Meal Plan 1,0,Room_Type 1,181,2018,8,20,Online,105.3,1
1,0,Meal Plan 1,0,Room_Type 1,255,2018,9,5,Online,94.35,1
1,0,Meal Plan 1,0,Room_Type 1,204,2017,10,9,Offline,61.38,0
2,0,Meal Plan 1,0,Room_Type 1,57,2018,11,18,Online,93.6,1
2,0,Meal Plan 1,0,Room_Type 1,139,2018,11,16,Offline,68,1
1,0,Meal Plan 1,0,Room_Type 1,7,2018,3,29,Online,95,0
2,0,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Online,88.83,1
2,2,Meal Plan 1,0,Room_Type 6,14,2017,9,7,Online,166,0
2,0,Not Selected,0,Room_Type 1,198,2018,9,15,Online,116.1,0
2,2,Meal Plan 1,0,Room_Type 6,9,2017,9,12,Online,177,0
2,0,Meal Plan 1,0,Room_Type 1,29,2018,7,16,Online,131.72,0
1,0,Meal Plan 1,0,Room_Type 1,8,2018,3,30,Corporate,65,0
2,0,Meal Plan 1,0,Room_Type 1,132,2018,3,28,Offline,70,0
2,0,Meal Plan 1,0,Room_Type 1,3,2017,9,7,Online,130.33,0
2,0,Meal Plan 1,0,Room_Type 1,33,2017,12,26,Offline,55,0
2,0,Meal Plan 1,0,Room_Type 4,56,2017,11,19,Offline,60,0
3,0,Meal Plan 1,0,Room_Type 4,94,2018,7,14,Online,137.7,1
2,0,Meal Plan 2,0,Room_Type 4,42,2018,11,14,Online,129.2,1
2,0,Meal Plan 1,0,Room_Type 1,8,2018,4,8,Online,116.33,1
2,0,Meal Plan 1,0,Room_Type 1,137,2018,6,13,Online,101.53,0
3,0,Meal Plan 1,0,Room_Type 4,69,2018,7,16,Online,139.5,0
2,1,Meal Plan 1,0,Room_Type 1,3,2018,11,14,Online,94.35,0
2,0,Meal Plan 1,0,Room_Type 1,41,2018,7,3,Offline,76.5,0
2,0,Meal Plan 1,0,Room_Type 6,25,2018,5,19,Online,158,1
2,0,Meal Plan 1,0,Room_Type 1,32,2018,4,14,Online,109.8,1
1,0,Meal Plan 1,0,Room_Type 1,152,2018,7,11,Online,109,1
2,0,Meal Plan 1,0,Room_Type 1,85,2018,8,13,Online,126.9,0
2,0,Meal Plan 1,0,Room_Type 4,41,2017,11,8,Offline,60,0
2,0,Not Selected,0,Room_Type 1,216,2018,12,4,Online,67.5,1
1,0,Meal Plan 1,0,Room_Type 1,5,2018,2,24,Online,71.84,0
2,0,Meal Plan 1,0,Room_Type 1,6,2018,10,9,Offline,104,0
2,0,Meal Plan 1,0,Room_Type 1,16,2018,7,14,Online,160,0
2,0,Not Selected,0,Room_Type 1,207,2018,7,28,Online,80.75,1
2,0,Meal Plan 1,0,Room_Type 4,53,2018,4,25,Online,119.1,1
2,0,Meal Plan 1,0,Room_Type 1,103,2018,12,7,Online,93.6,1
2,0,Not Selected,0,Room_Type 1,19,2018,8,28,Online,113,0
2,0,Not Selected,0,Room_Type 1,52,2018,10,23,Offline,76.5,0
2,0,Meal Plan 1,0,Room_Type 1,77,2017,8,3,Online,76.5,1
2,0,Meal Plan 1,1,Room_Type 1,1,2018,1,15,Online,98.3,0
2,0,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,56,0
2,0,Meal Plan 1,0,Room_Type 1,31,2017,11,26,Online,96.3,0
2,1,Meal Plan 1,0,Room_Type 1,99,2018,7,21,Online,130.5,1
1,0,Meal Plan 1,0,Room_Type 1,63,2018,5,16,Corporate,130,0
2,0,Meal Plan 1,0,Room_Type 4,67,2018,5,31,Online,140.4,0
2,0,Meal Plan 1,0,Room_Type 1,49,2017,9,18,Online,94.5,1
2,0,Meal Plan 1,0,Room_Type 4,55,2018,6,18,Online,126.9,0
2,0,Meal Plan 1,0,Room_Type 1,17,2018,12,30,Online,138,0
1,0,Not Selected,0,Room_Type 1,2,2018,3,16,Offline,92,0
2,0,Meal Plan 1,0,Room_Type 1,29,2018,11,2,Offline,70,0
2,0,Not Selected,0,Room_Type 1,32,2018,7,3,Online,112.59,1
2,0,Meal Plan 1,0,Room_Type 1,35,2018,12,9,Online,68.07,0
2,0,Meal Plan 1,0,Room_Type 1,29,2018,12,23,Online,104,0
2,0,Meal Plan 1,0,Room_Type 4,32,2018,9,15,Online,149.4,0
2,0,Meal Plan 1,0,Room_Type 4,1,2018,5,26,Online,176,0
3,0,Meal Plan 1,0,Room_Type 1,26,2018,3,26,Online,172,0
2,0,Not Selected,0,Room_Type 1,74,2018,11,19,Online,74.8,1
2,0,Meal Plan 1,0,Room_Type 1,110,2018,3,20,Offline,58,0
2,0,Meal Plan 1,0,Room_Type 1,129,2018,5,22,Online,105.3,0
2,0,Meal Plan 1,0,Room_Type 4,52,2018,10,1,Online,122.4,0
2,0,Meal Plan 1,0,Room_Type 1,15,2017,12,19,Offline,58,0
2,2,Meal Plan 1,0,Room_Type 6,107,2018,12,3,Online,156.6,1
2,2,Meal Plan 1,0,Room_Type 6,1,2018,12,10,Online,202,0
3,0,Meal Plan 1,0,Room_Type 4,60,2018,6,8,Online,145.8,1
2,0,Meal Plan 1,1,Room_Type 1,146,2018,6,3,Online,115.2,0
2,0,Not Selected,0,Room_Type 1,4,2018,6,17,Online,94.36,0
2,2,Meal Plan 1,0,Room_Type 6,15,2018,3,17,Online,195.4,1
3,0,Meal Plan 1,0,Room_Type 1,169,2018,7,9,Online,0,0
2,0,Meal Plan 1,0,Room_Type 1,85,2018,8,3,Online,119.7,1
2,0,Meal Plan 1,0,Room_Type 1,151,2018,10,25,Online,90.9,0
1,0,Meal Plan 1,0,Room_Type 1,2,2018,4,17,Offline,61.38,0
2,0,Not Selected,0,Room_Type 1,15,2018,7,20,Online,89,1
2,0,Meal Plan 1,0,Room_Type 1,114,2018,9,23,Online,135.9,0
2,0,Meal Plan 1,0,Room_Type 1,58,2018,2,3,Offline,60,0
2,0,Not Selected,0,Room_Type 1,131,2018,11,13,Online,85.27,1
2,0,Not Selected,0,Room_Type 1,1,2018,9,14,Online,149,0
3,0,Meal Plan 1,0,Room_Type 1,28,2018,3,27,Online,167,1
3,0,Meal Plan 1,0,Room_Type 4,202,2018,8,24,Online,127.22,1
3,0,Meal Plan 1,0,Room_Type 4,48,2018,8,26,Online,168.3,1
1,0,Meal Plan 1,0,Room_Type 1,6,2018,5,18,Corporate,65,0
2,0,Not Selected,0,Room_Type 1,56,2018,11,12,Online,74.8,0
2,0,Meal Plan 1,0,Room_Type 6,30,2018,5,6,Online,198.9,0
2,0,Meal Plan 1,0,Room_Type 4,92,2018,3,5,Offline,52,0
0,2,Meal Plan 1,0,Room_Type 2,62,2018,9,4,Online,96.23,1
1,0,Not Selected,0,Room_Type 1,10,2018,4,14,Online,98.1,0
2,0,Meal Plan 1,0,Room_Type 1,57,2018,7,12,Online,105.3,0
3,0,Meal Plan 1,0,Room_Type 1,126,2018,7,25,Online,100.73,0
2,0,Not Selected,0,Room_Type 1,0,2017,12,27,Online,91.67,0
2,0,Meal Plan 1,0,Room_Type 1,5,2018,9,26,Corporate,84,0
2,0,Meal Plan 1,0,Room_Type 1,86,2017,12,30,Online,81.86,0
2,0,Meal Plan 1,0,Room_Type 1,5,2018,4,24,Online,123.5,0
1,0,Meal Plan 1,0,Room_Type 1,40,2018,3,13,Corporate,67,0
2,0,Meal Plan 1,0,Room_Type 4,4,2018,3,24,Online,162.67,0
2,0,Not Selected,0,Room_Type 1,65,2018,10,30,Online,72.09,1
2,1,Meal Plan 1,0,Room_Type 1,9,2018,6,17,Offline,95,0
1,0,Meal Plan 1,0,Room_Type 1,1,2018,3,9,Corporate,40,0
2,0,Meal Plan 1,0,Room_Type 1,99,2018,4,13,Online,96.3,1
3,0,Meal Plan 1,0,Room_Type 4,144,2018,8,17,Online,140.7,1
2,1,Meal Plan 1,0,Room_Type 1,83,2018,8,1,Online,135.9,0
2,0,Meal Plan 1,0,Room_Type 4,64,2018,3,10,Online,87.3,0
2,0,Meal Plan 1,0,Room_Type 1,27,2018,6,19,Offline,95,0
2,0,Meal Plan 1,0,Room_Type 1,81,2018,10,16,Offline,80.75,0
2,0,Meal Plan 1,0,Room_Type 1,49,2018,3,4,Online,78.3,1
